Created as New Dataset,Sample 027 By irlear Date Wednesday, December 31 2008
cm-1,A
4000.00,0.0048
3999.75,0.0048
3999.50,0.0047
3999.25,0.0045
3999.00,0.0044
3998.75,0.0042
3998.50,0.0040
3998.25,0.0040
3998.00,0.0040
3997.75,0.0041
3997.50,0.0042
3997.25,0.0044
3997.00,0.0045
3996.75,0.0046
3996.50,0.0048
3996.25,0.0049
3996.00,0.0049
3995.75,0.0049
3995.50,0.0048
3995.25,0.0046
3995.00,0.0044
3994.75,0.0043
3994.50,0.0043
3994.25,0.0044
3994.00,0.0045
3993.75,0.0045
3993.50,0.0045
3993.25,0.0045
3993.00,0.0044
3992.75,0.0044
3992.50,0.0044
3992.25,0.0044
3992.00,0.0045
3991.75,0.0045
3991.50,0.0045
3991.25,0.0045
3991.00,0.0044
3990.75,0.0043
3990.50,0.0042
3990.25,0.0042
3990.00,0.0042
3989.75,0.0043
3989.50,0.0045
3989.25,0.0046
3989.00,0.0046
3988.75,0.0046
3988.50,0.0046
3988.25,0.0045
3988.00,0.0044
3987.75,0.0043
3987.50,0.0044
3987.25,0.0044
3987.00,0.0044
3986.75,0.0044
3986.50,0.0044
3986.25,0.0044
3986.00,0.0044
3985.75,0.0043
3985.50,0.0043
3985.25,0.0044
3985.00,0.0046
3984.75,0.0047
3984.50,0.0049
3984.25,0.0049
3984.00,0.0049
3983.75,0.0049
3983.50,0.0049
3983.25,0.0048
3983.00,0.0047
3982.75,0.0046
3982.50,0.0044
3982.25,0.0044
3982.00,0.0043
3981.75,0.0043
3981.50,0.0043
3981.25,0.0043
3981.00,0.0044
3980.75,0.0044
3980.50,0.0044
3980.25,0.0044
3980.00,0.0044
3979.75,0.0043
3979.50,0.0044
3979.25,0.0044
3979.00,0.0044
3978.75,0.0044
3978.50,0.0044
3978.25,0.0044
3978.00,0.0044
3977.75,0.0044
3977.50,0.0043
3977.25,0.0042
3977.00,0.0041
3976.75,0.0041
3976.50,0.0041
3976.25,0.0043
3976.00,0.0044
3975.75,0.0045
3975.50,0.0045
3975.25,0.0044
3975.00,0.0043
3974.75,0.0042
3974.50,0.0041
3974.25,0.0041
3974.00,0.0041
3973.75,0.0043
3973.50,0.0044
3973.25,0.0045
3973.00,0.0046
3972.75,0.0047
3972.50,0.0048
3972.25,0.0048
3972.00,0.0048
3971.75,0.0047
3971.50,0.0046
3971.25,0.0044
3971.00,0.0044
3970.75,0.0044
3970.50,0.0046
3970.25,0.0048
3970.00,0.0049
3969.75,0.0049
3969.50,0.0048
3969.25,0.0046
3969.00,0.0044
3968.75,0.0042
3968.50,0.0040
3968.25,0.0040
3968.00,0.0040
3967.75,0.0042
3967.50,0.0043
3967.25,0.0045
3967.00,0.0046
3966.75,0.0046
3966.50,0.0046
3966.25,0.0046
3966.00,0.0045
3965.75,0.0044
3965.50,0.0043
3965.25,0.0042
3965.00,0.0041
3964.75,0.0041
3964.50,0.0041
3964.25,0.0042
3964.00,0.0042
3963.75,0.0043
3963.50,0.0043
3963.25,0.0043
3963.00,0.0043
3962.75,0.0043
3962.50,0.0044
3962.25,0.0044
3962.00,0.0043
3961.75,0.0042
3961.50,0.0042
3961.25,0.0041
3961.00,0.0042
3960.75,0.0043
3960.50,0.0044
3960.25,0.0045
3960.00,0.0045
3959.75,0.0044
3959.50,0.0042
3959.25,0.0041
3959.00,0.0040
3958.75,0.0040
3958.50,0.0041
3958.25,0.0043
3958.00,0.0044
3957.75,0.0045
3957.50,0.0045
3957.25,0.0045
3957.00,0.0044
3956.75,0.0044
3956.50,0.0044
3956.25,0.0044
3956.00,0.0045
3955.75,0.0045
3955.50,0.0045
3955.25,0.0045
3955.00,0.0044
3954.75,0.0044
3954.50,0.0044
3954.25,0.0044
3954.00,0.0044
3953.75,0.0044
3953.50,0.0044
3953.25,0.0043
3953.00,0.0042
3952.75,0.0042
3952.50,0.0041
3952.25,0.0042
3952.00,0.0042
3951.75,0.0043
3951.50,0.0044
3951.25,0.0044
3951.00,0.0043
3950.75,0.0042
3950.50,0.0041
3950.25,0.0041
3950.00,0.0040
3949.75,0.0041
3949.50,0.0042
3949.25,0.0043
3949.00,0.0044
3948.75,0.0045
3948.50,0.0046
3948.25,0.0046
3948.00,0.0045
3947.75,0.0044
3947.50,0.0043
3947.25,0.0043
3947.00,0.0043
3946.75,0.0042
3946.50,0.0041
3946.25,0.0040
3946.00,0.0040
3945.75,0.0040
3945.50,0.0041
3945.25,0.0043
3945.00,0.0045
3944.75,0.0046
3944.50,0.0047
3944.25,0.0046
3944.00,0.0045
3943.75,0.0043
3943.50,0.0041
3943.25,0.0039
3943.00,0.0038
3942.75,0.0038
3942.50,0.0038
3942.25,0.0039
3942.00,0.0039
3941.75,0.0041
3941.50,0.0042
3941.25,0.0043
3941.00,0.0044
3940.75,0.0044
3940.50,0.0044
3940.25,0.0044
3940.00,0.0043
3939.75,0.0043
3939.50,0.0043
3939.25,0.0043
3939.00,0.0044
3938.75,0.0045
3938.50,0.0045
3938.25,0.0043
3938.00,0.0041
3937.75,0.0040
3937.50,0.0039
3937.25,0.0040
3937.00,0.0041
3936.75,0.0042
3936.50,0.0042
3936.25,0.0043
3936.00,0.0043
3935.75,0.0043
3935.50,0.0042
3935.25,0.0042
3935.00,0.0042
3934.75,0.0043
3934.50,0.0043
3934.25,0.0043
3934.00,0.0044
3933.75,0.0045
3933.50,0.0045
3933.25,0.0046
3933.00,0.0046
3932.75,0.0045
3932.50,0.0045
3932.25,0.0045
3932.00,0.0045
3931.75,0.0045
3931.50,0.0045
3931.25,0.0045
3931.00,0.0045
3930.75,0.0046
3930.50,0.0046
3930.25,0.0046
3930.00,0.0045
3929.75,0.0044
3929.50,0.0043
3929.25,0.0042
3929.00,0.0043
3928.75,0.0043
3928.50,0.0044
3928.25,0.0045
3928.00,0.0045
3927.75,0.0046
3927.50,0.0047
3927.25,0.0047
3927.00,0.0046
3926.75,0.0045
3926.50,0.0044
3926.25,0.0042
3926.00,0.0041
3925.75,0.0041
3925.50,0.0042
3925.25,0.0043
3925.00,0.0044
3924.75,0.0043
3924.50,0.0042
3924.25,0.0041
3924.00,0.0040
3923.75,0.0039
3923.50,0.0038
3923.25,0.0038
3923.00,0.0040
3922.75,0.0041
3922.50,0.0044
3922.25,0.0046
3922.00,0.0047
3921.75,0.0048
3921.50,0.0047
3921.25,0.0046
3921.00,0.0044
3920.75,0.0043
3920.50,0.0043
3920.25,0.0044
3920.00,0.0045
3919.75,0.0044
3919.50,0.0042
3919.25,0.0040
3919.00,0.0038
3918.75,0.0038
3918.50,0.0040
3918.25,0.0041
3918.00,0.0042
3917.75,0.0043
3917.50,0.0043
3917.25,0.0044
3917.00,0.0044
3916.75,0.0045
3916.50,0.0045
3916.25,0.0044
3916.00,0.0043
3915.75,0.0043
3915.50,0.0043
3915.25,0.0043
3915.00,0.0044
3914.75,0.0045
3914.50,0.0044
3914.25,0.0044
3914.00,0.0044
3913.75,0.0044
3913.50,0.0044
3913.25,0.0045
3913.00,0.0044
3912.75,0.0044
3912.50,0.0044
3912.25,0.0044
3912.00,0.0044
3911.75,0.0044
3911.50,0.0044
3911.25,0.0044
3911.00,0.0044
3910.75,0.0044
3910.50,0.0044
3910.25,0.0043
3910.00,0.0043
3909.75,0.0042
